go,github.com/gogo/protobuf,v1.3.2,ivxv.ee/verification,verification/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/gogo/protobuf/@v/,https://proxy.golang.org/github.com/gogo/protobuf/@v/v1.3.2.zip,public-verifiable,dd2b73f163c8183941626360196c8f844addd95423d341a0412e1b22d0104ff7,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:Ov1cvc58UF3b5XjBnZv7+opcTcQFZebYjWzi34vdm4Q=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/gogo/protobuf,v1.3.2,ivxv.ee/votesorder,votesorder/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/gogo/protobuf/@v/,https://proxy.golang.org/github.com/gogo/protobuf/@v/v1.3.2.zip,public-verifiable,dd2b73f163c8183941626360196c8f844addd95423d341a0412e1b22d0104ff7,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:Ov1cvc58UF3b5XjBnZv7+opcTcQFZebYjWzi34vdm4Q=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/gogo/protobuf,v1.3.2,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/gogo/protobuf/@v/,https://proxy.golang.org/github.com/gogo/protobuf/@v/v1.3.2.zip,public-verifiable,dd2b73f163c8183941626360196c8f844addd95423d341a0412e1b22d0104ff7,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:Ov1cvc58UF3b5XjBnZv7+opcTcQFZebYjWzi34vdm4Q=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/gogo/protobuf,v1.3.2,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/gogo/protobuf/@v/,https://proxy.golang.org/github.com/gogo/protobuf/@v/v1.3.2.zip,public-verifiable,dd2b73f163c8183941626360196c8f844addd95423d341a0412e1b22d0104ff7,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:Ov1cvc58UF3b5XjBnZv7+opcTcQFZebYjWzi34vdm4Q=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/choices,choices/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/mid,mid/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/storage,storage/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/verification,verification/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/votesorder,votesorder/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/golang/protobuf,v1.5.4,ivxv.ee/webeid,webeid/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/golang/protobuf/@v/,https://proxy.golang.org/github.com/golang/protobuf/@v/v1.5.4.zip,public-verifiable,9a2f43d3eac8ceda506ebbeb4f229254b87235ce90346692a0e233614182190b,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:i7eJL8qZTpSEXOPTxNKhASYpMn+8e5Q6AdndVa1dWek=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/gtank/ristretto255,v0.1.2,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/gtank/ristretto255/@v/,https://proxy.golang.org/github.com/gtank/ristretto255/@v/v0.1.2.zip,public-verifiable,c37813ff2fad155b50e77b3efdc178201bf16a869d5d888d13428153081d41f7,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:JEqUCPA1NvLq5DwYtuzigd7ss8fwbYay9fi4/5uMzcc=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/gtank/ristretto255,v0.1.2,ivxv.ee/voting,voting/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/gtank/ristretto255/@v/,https://proxy.golang.org/github.com/gtank/ristretto255/@v/v0.1.2.zip,public-verifiable,c37813ff2fad155b50e77b3efdc178201bf16a869d5d888d13428153081d41f7,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:JEqUCPA1NvLq5DwYtuzigd7ss8fwbYay9fi4/5uMzcc=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/gtank/ristretto255,v0.1.2,tivi.io/core,core/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/gtank/ristretto255/@v/,https://proxy.golang.org/github.com/gtank/ristretto255/@v/v0.1.2.zip,public-verifiable,c37813ff2fad155b50e77b3efdc178201bf16a869d5d888d13428153081d41f7,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:JEqUCPA1NvLq5DwYtuzigd7ss8fwbYay9fi4/5uMzcc=; go.mod hash absent; indirect=false; verification=proxy-verified
go,github.com/json-iterator/go,v1.1.12,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/json-iterator/go/@v/,https://proxy.golang.org/github.com/json-iterator/go/@v/v1.1.12.zip,public-verifiable,d001ea57081afd0e378467c8f4a9b6a51259996bb8bb763f78107eaf12f99501,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:PV8peI4a0ysnczrg+LtxykD8LfKY9ML6u2jnxaEnrnM=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/klauspost/cpuid/v2,v2.2.7,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/klauspost/cpuid/v2/@v/,https://proxy.golang.org/github.com/klauspost/cpuid/v2/@v/v2.2.7.zip,public-verifiable,415f9c5ed79ee9b123cf13923a9ab86a34d1f7d417c02b2e00db0d8e34fda037,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:ZWSB3igEs+d0qvnxR/ZBzXVmxkgt8DdzP6m9pfuVLDM=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/leodido/go-urn,v1.4.0,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/leodido/go-urn/@v/,https://proxy.golang.org/github.com/leodido/go-urn/@v/v1.4.0.zip,public-verifiable,948fe5f705b9eab6c3bc7e34a3ad2549ead87a8f5f73e5a85a8c66f347612ab2,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:WT9HwE9SGECu3lg4d/dIA+jxlljEa1/ffXKmRjqdmIQ=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/mattn/go-isatty,v0.0.20,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/mattn/go-isatty/@v/,https://proxy.golang.org/github.com/mattn/go-isatty/@v/v0.0.20.zip,public-verifiable,f2d5f89ca451577e17464b9bb596dc0d0ecececb5eaa63622c41b57cd0b7b8cc,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:xfD0iDuEKnDkl03q4limB+vH+GxLEtL/jb4xVJSWWEY=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/modern-go/concurrent,v0.0.0-20180306012644-bacd9c7ef1dd,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/modern-go/concurrent/@v/,https://proxy.golang.org/github.com/modern-go/concurrent/@v/v0.0.0-20180306012644-bacd9c7ef1dd.zip,public-verifiable,91ef49599bec459869d94ff3dec128871ab66bd2dfa61041f1e1169f9b4a8073,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:TRLaZ9cD/w8PVh93nsPXa1VrQ6jlwL5oN8l14QlcNfg=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/modern-go/reflect2,v1.0.2,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/modern-go/reflect2/@v/,https://proxy.golang.org/github.com/modern-go/reflect2/@v/v1.0.2.zip,public-verifiable,f46f41409c2e74293f82cfe6c70b5d582bff8ada0106a7d3ff5706520c50c21c,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:xBagoLtFs94CBntxluKeaWgTMpvLxC4ur3nMaC9Gz0M=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/pelletier/go-toml/v2,v2.2.2,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/pelletier/go-toml/v2/@v/,https://proxy.golang.org/github.com/pelletier/go-toml/v2/@v/v2.2.2.zip,public-verifiable,8d724e35b485503810f866bca278d518e731713441e380634f6b33c27aefdf3e,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:aYUidT7k73Pcl9nb2gScu7NSrKCSHIDE89b3+6Wq+LM=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/pkg/errors,v0.9.1,tivi.io/core,core/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/pkg/errors/@v/,https://proxy.golang.org/github.com/pkg/errors/@v/v0.9.1.zip,public-verifiable,d4c36b8bcd0616290a3913215e0f53b931bd6e00670596f2960df1b44af2bd07,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:FEBLx1zS214owpjy7qsBeixbURkuhQAwrK5UwLGTwt4=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/plar/go-adaptive-radix-tree,v1.0.4,tivi.io/core,core/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/plar/go-adaptive-radix-tree/@v/,https://proxy.golang.org/github.com/plar/go-adaptive-radix-tree/@v/v1.0.4.zip,public-verifiable,1c824d5126e9b1d85c8af71e0d6c144344744052aa58d2e19f724ac185032d61,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:Ucd8R6RH2E7RW8ZtDKrsWyOD3paG2qqJO0I20WQ8oWQ=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/prologic/bitcask,v0.3.10,tivi.io/core,core/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/prologic/bitcask/@v/,https://proxy.golang.org/github.com/prologic/bitcask/@v/v0.3.10.zip,public-verifiable,9366748fe617966d7e0a0c04d76cb3ddaad3243ef50a00d764c9817a201e6a86,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:HXygU8zCvW5gLpZ8aQECPk5iV/YQ3hcqdg/zVeES6s0=; go.mod hash absent; indirect=false; verification=proxy-verified
go,github.com/sirupsen/logrus,v1.9.3,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/sirupsen/logrus/@v/,https://proxy.golang.org/github.com/sirupsen/logrus/@v/v1.9.3.zip,public-verifiable,4501f4e6b858bfdd997671fcdd2f647a3178b29b6b4d1344caa7c07517121dd0,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:dueUQJ1C2q9oE3F7wvmSGAaVtTmUizReu6fjN8uqzbQ=; go.mod hash absent; indirect=false; verification=proxy-verified
go,github.com/twitchyliquid64/golang-asm,v0.15.1,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/twitchyliquid64/golang-asm/@v/,https://proxy.golang.org/github.com/twitchyliquid64/golang-asm/@v/v0.15.1.zip,public-verifiable,448f87fb680adda839b60bbaa0b371c28f99f3928dea7a069f42800e5100018d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:SU5vSMR7hnwNxj24w34ZyCi/FmDZTkS4MhqMhdFk5YI=; go.mod hash absent; indirect=true; verification=proxy-verified
go,github.com/ugorji/go/codec,v1.2.12,xroad,xroad-service/go.mod,common/external/go module cache,https://proxy.golang.org/github.com/ugorji/go/codec/@v/,https://proxy.golang.org/github.com/ugorji/go/codec/@v/v1.2.12.zip,public-verifiable,ca38b5b9f58e33de24f88ac2505e2c67f2b454d09d929228a10b938bddda848d,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:9LC83zGrHhuUA9l16C9AHXAqEV/2wBQ4nkvumAE65EE=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.etcd.io/bbolt,v1.3.2,tivi.io/core,core/go.mod,common/external/go module cache,https://proxy.golang.org/go.etcd.io/bbolt/@v/,https://proxy.golang.org/go.etcd.io/bbolt/@v/v1.3.2.zip,public-verifiable,4cb9b1b81b8b3f9e986ccd11e5c89e3b5bfd949d1e70855da6d2f07c93384ed9,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:Z/90sZLPOeCy2PwprqkFa25PdkusRzaj9P8zm/KNyvk=; go.mod hash absent; indirect=false; verification=proxy-verified
go,go.etcd.io/etcd/api/v3,v3.5.17,ivxv.ee/choices,choices/go.mod,common/external/go module cache,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/v3.5.17.zip,public-verifiable,d80cce415489199ec20ab23746bab24ec290014dcca023ea4719717650882394,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:cQB8eb8bxwuxOilBpMJAEo8fAONyrdXTHUNcMd8yT1w=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.etcd.io/etcd/api/v3,v3.5.17,ivxv.ee/common/collector,common/collector/go.mod,common/external/go module cache,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/v3.5.17.zip,public-verifiable,d80cce415489199ec20ab23746bab24ec290014dcca023ea4719717650882394,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:cQB8eb8bxwuxOilBpMJAEo8fAONyrdXTHUNcMd8yT1w=; go.mod hash absent; indirect=false; verification=proxy-verified
go,go.etcd.io/etcd/api/v3,v3.5.17,ivxv.ee/mid,mid/go.mod,common/external/go module cache,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/v3.5.17.zip,public-verifiable,d80cce415489199ec20ab23746bab24ec290014dcca023ea4719717650882394,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:cQB8eb8bxwuxOilBpMJAEo8fAONyrdXTHUNcMd8yT1w=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.etcd.io/etcd/api/v3,v3.5.17,ivxv.ee/sessionstatus,sessionstatus/go.mod,common/external/go module cache,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/v3.5.17.zip,public-verifiable,d80cce415489199ec20ab23746bab24ec290014dcca023ea4719717650882394,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:cQB8eb8bxwuxOilBpMJAEo8fAONyrdXTHUNcMd8yT1w=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.etcd.io/etcd/api/v3,v3.5.17,ivxv.ee/sessionstatus/api,sessionstatus/api/go.mod,common/external/go module cache,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/v3.5.17.zip,public-verifiable,d80cce415489199ec20ab23746bab24ec290014dcca023ea4719717650882394,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:cQB8eb8bxwuxOilBpMJAEo8fAONyrdXTHUNcMd8yT1w=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.etcd.io/etcd/api/v3,v3.5.17,ivxv.ee/smartid,smartid/go.mod,common/external/go module cache,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/v3.5.17.zip,public-verifiable,d80cce415489199ec20ab23746bab24ec290014dcca023ea4719717650882394,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:cQB8eb8bxwuxOilBpMJAEo8fAONyrdXTHUNcMd8yT1w=; go.mod hash absent; indirect=true; verification=proxy-verified
go,go.etcd.io/etcd/api/v3,v3.5.17,ivxv.ee/storage,storage/go.mod,common/external/go module cache,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/,https://proxy.golang.org/go.etcd.io/etcd/api/v3/@v/v3.5.17.zip,public-verifiable,d80cce415489199ec20ab23746bab24ec290014dcca023ea4719717650882394,Go checksum/SumDB model; no detached archive signature,unknown,evidence/go/declared-modules.tsv; evidence/go/proxy-artifacts.tsv,go.sum ZIP hash h1:cQB8eb8bxwuxOilBpMJAEo8fAONyrdXTHUNcMd8yT1w=; go.mod hash absent; indirect=true; verification=proxy-verified
